transaction,announced,closed,type,role,target,buyer,seller,rounds,round_type,valuation_pre,valuation_post,ammount,raised,corporation
IQTR248215420,2013-10-11,2013-12-02,Merger/Acquisition,Seller,"The Dow Chemical Company, UNIPOL Polypropylene Licensing and Catalysts Business",W. R. Grace & Co. (NYSE:GRA),"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,500000,0,DuPont
IQTR228627714,2013-02-15,,Buyback,Target,"DuPont de Nemours, Inc. (NYSE:DD)",,,0,,0,0,8103570,0,DuPont
IQTR226977316,2013-02-01,2013-01-31,Merger/Acquisition,Seller,"The Dow Chemical Company, Polymer Stabilizer And Lubricant Business","PMC Group, Inc.","DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR222568174,2012-09-21,2012-10-04,Private Placement,Buyer,RainStor Inc.,"Doughty Hanson & Co. Technology Ventures; DuPont de Nemours, Inc. (NYSE:DD); Rogers Ventures Partners; Storm Ventures LLC",,3,Series C,0,0,12040,14820,DuPont
IQTR212802160,2012-07-02,2012-07-02,Merger/Acquisition,Seller,"The Dow Chemical Company, TP-Series Specialty Plasticizer Product Line",The HallStar Company,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR276711192,2012-02-15,2011-12-31,Merger/Acquisition,Seller,"The Dow Chemical Company, Dow Haltermann",,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR183239057,2011-08-19,2012-04-02,Merger/Acquisition,Seller,"The Dow Chemical Company, California Chemical Plant in Torrance",Hager Pacific Properties,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR138457241,2011-07-27,2011-09-30,Merger/Acquisition,Seller,"The Dow Chemical Company, Global Polypropylene Business","Braskem America, Inc.","DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,340000,0,DuPont
IQTR137657543,2011-07-19,2011-11-08,Merger/Acquisition,Seller,Santa Vitoria Acucar e Alcool Ltda.,"Mitsui & Co., Ltd. (TSE:8031)","DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,200000,0,DuPont
IQTR137642981,2011-07-18,2011-07-16,Merger/Acquisition,Seller,Haltermann Carless Deutschland GmbH,H.I.G. Europe,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR117534563,2010-12-24,2011-04-01,Merger/Acquisition,Seller,Dexco Polymers Operating Company LLC,TSRC Corporation (TSEC:2103),"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR115291067,2010-11-01,2010-10-29,Merger/Acquisition,Seller,Arakawa Europe GmbH,"Arakawa Chemical Industries, Ltd. (TSE:4968)","DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR115504576,2010-10-27,2010-06-30,Merger/Acquisition,Seller,Sumitomo Dow Limited (nka:Sumika Polycarbonate Limited),Trinseo S.A. (NYSE:TSE),"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,47800,0,DuPont
IQTR114075745,2010-10-03,2010-10-01,Merger/Acquisition,Seller,LG Polycarbonate Ltd.,"LG Chem, Ltd. (KOSE:A051910)","DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,65740,0,DuPont
IQTR104489868,2010-04-06,2010-04-06,Merger/Acquisition,Seller,"The Dow Chemical Company, Plant in Orleans",Orrion Chemicals SAS,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR98921153,2010-03-02,2010-06-17,Merger/Acquisition,Seller,Trinseo S.A. (NYSE:TSE),"Bain Capital Private Equity, LP","DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,1630000,0,DuPont
IQTR62707012,2009-09-10,2010-05-14,Merger/Acquisition,Seller,"The Dow Chemical Company, Hollow Sphere Plastic Pigment Product Line",OMNOVA Solutions Inc. (NYSE:OMN),"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,2500,0,DuPont
IQTR61684374,2009-07-31,2010-01-25,Merger/Acquisition,Seller,"The Dow Chemical Company, Certain Acrylates and Latex Assets in North America",Arkema S.A. (ENXTPA:AKE),"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,50000,0,DuPont
IQTR54147510,2009-06-02,2009-05-28,Merger/Acquisition,Seller,Midland Cogeneration Venture Limited Partnership,"EQT Partners AB; Fortistar, LLC Buyer Funds: EQT Infrastructure, L.P.","DuPont de Nemours, Inc. (NYSE:DD); GSO Capital Partners LP; MCV Power Holdings, LP; Rockland Capital, LP",0,,0,0,0,0,DuPont
IQTR59186379,2009-05-20,2009-06-30,Merger/Acquisition,Seller,"Dow Chemical Co., Calcium Chloride Business",Occidental Petroleum Corporation (NYSE:OXY),"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,210000,0,DuPont
IQTR53893533,2009-03-09,2009-04-01,Private Placement,Target,"DuPont de Nemours, Inc. (NYSE:DD)","Paulson & Co. Inc.; Paulson Enhanced Ltd.; Paulson International Ltd. Buyer Funds: dbX-Risk Arbitrage 1 Fund; Paulson Advantage Master Ltd.; Paulson Advantage Plus Master Ltd.; Paulson Advantage Select Master Fund Ltd.; Paulson Partners Enhanced, L.P.; Paulson Partners L.P.",,2,PIPE,0,0,3000000,7000000,DuPont
IQTR52683546,2009-01-29,2009-01-29,Merger/Acquisition,Seller,"Dow Chemical Co., Cartagena and Joliet Marine Terminals",Oiltanking GmbH,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR52415095,2009-01-22,2009-01-22,Merger/Acquisition,Seller,"Centive, Inc.",Xactly Corporation,"BancBoston Ventures, Inc.; DuPont de Nemours, Inc. (NYSE:DD); Eastward Capital Partners, LLC.; Infinity Capital, L.L.C.; Key Venture Partners; KPMG LLP; NMP Management Corporation; Polaris Partners; Synygy, Inc. (nka:SPM Global Services, Inc.); VSP Capital Seller Funds: Noro-Moseley Partners IV, LP",0,,0,0,0,0,DuPont
IQTR51950615,2009-01-05,2008-12-31,Merger/Acquisition,Seller,"Dow Chemical Co., Thermoplastic Polyurethane Business",The Lubrizol Corporation,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,59900,0,DuPont
IQTR46649820,2008-07-11,2008-07-11,Merger/Acquisition,Seller,"Dow Chemical Co., Trymer Polyisocyanurate Rigid Foam Business","ITW Insulation Systems, Inc.","DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR46616221,2008-07-10,2009-04-01,Merger/Acquisition,Buyer,Rohm and Haas Company,"DuPont de Nemours, Inc. (NYSE:DD)",,0,,0,0,18985270,0,DuPont
IQTR46649456,2008-07-07,2009-04-01,Private Placement,Target,"DuPont de Nemours, Inc. (NYSE:DD)",Berkshire Hathaway Inc. (NYSE:BRK.A); Kuwait Investment Authority,,1,PIPE,0,0,4000000,4000000,DuPont
IQTR42373769,2008-02-29,2008-02-29,Merger/Acquisition,Seller,Johann Haltermann Ltd.,"Monument Chemicals, Inc.","DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR38061319,2008-02-19,2007-11-29,Merger/Acquisition,Buyer,Three Companies In Epoxy Business,"DuPont de Nemours, Inc. (NYSE:DD)",,0,,0,0,0,0,DuPont
IQTR41108161,2008-02-05,2008-02-05,Merger/Acquisition,Buyer,"Sostram Corporation, Protram Marketing & Registration Assets","DuPont de Nemours, Inc. (NYSE:DD)",Sostram Corporation,0,,0,0,0,0,DuPont
IQTR38971048,2007-11-13,2008-02-13,Merger/Acquisition,Buyer,Pacific Plastics (Thailand) Limited,"DuPont de Nemours, Inc. (NYSE:DD)",The Siam Cement Public Company Limited (SET:SCC),0,,0,0,0,0,DuPont
IQTR37412372,2007-09-25,2007-11-15,Merger/Acquisition,Seller,"Dow Chemical Co., Ethafoam Business",Sealed Air Corporation (NYSE:SEE),"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR37254020,2007-09-19,2007-11-05,Merger/Acquisition,Buyer,Edulan A/S,"DuPont de Nemours, Inc. (NYSE:DD)",,0,,0,0,0,0,DuPont
IQTR36688063,2007-09-03,2007-09-03,Merger/Acquisition,Seller,Petroquimica Uniao S.A. (nka:Quattor Químicos Básicos S.A.),Braskem Petroquímica S.A.,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,13560,0,DuPont
IQTR36316209,2007-08-14,2007-08-14,Merger/Acquisition,Buyer,"Kemeta, LLC","DuPont de Nemours, Inc. (NYSE:DD)",,0,,0,0,0,0,DuPont
IQTR36254668,2007-08-13,2007-12-05,Merger/Acquisition,Seller,"Dow Chemical Co., Western Canada Caustic Soda Distribution Assets",Univar Canada Ltd.,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR35246121,2007-06-26,2007-06-30,Merger/Acquisition,Seller,Petroquimica Uniao S.A. (nka:Quattor Químicos Básicos S.A.),Unipar Participações S.A. (nka:Unipar Carbocloro S.A. (BOVESPA:UNIP6)),"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR33089655,2007-03-05,2007-04-27,Merger/Acquisition,Buyer,Hyperlast Limited,"DuPont de Nemours, Inc. (NYSE:DD)",Vita (Holdings) Limited,0,,0,0,290470,0,DuPont
IQTR33089659,2007-03-05,2007-04-27,Merger/Acquisition,Buyer,Autothane Limited,"DuPont de Nemours, Inc. (NYSE:DD)",British Vita (Lux III) S.à r.l. (nka:Vita (Lux III) S.à r.l.),0,,0,0,0,0,DuPont
IQTR29827169,2007-02-20,2008-09-30,Buyback,Target,"DuPont de Nemours, Inc. (NYSE:DD)",,,0,,0,0,2000000,0,DuPont
IQTR30742964,2006-12-18,2007-06-30,Merger/Acquisition,Buyer,Wolff Walsrode AG (nka:Dow Wolff Cellulosics GmbH),"DuPont de Nemours, Inc. (NYSE:DD)",Bayer Aktiengesellschaft (XTRA:BAYN),0,,0,0,731410,0,DuPont
IQTR30674535,2006-12-14,2006-12-14,Merger/Acquisition,Seller,Chrome International South Africa (Pty) Limited,LANXESS Aktiengesellschaft (XTRA:LXS),"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,30270,0,DuPont
IQTR30374872,2006-11-22,2007-02-05,Merger/Acquisition,Seller,"Dow Chemical Co., Brazilian VAM Manufacturing Facility",The JB Group,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR29808386,2006-10-05,2006-10-02,Merger/Acquisition,Seller,DH Compounding Company,PolyOne Corporation (NYSE:POL),"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,10200,0,DuPont
IQTR29397473,2006-10-04,2006-10-23,Merger/Acquisition,Seller,Dendritic NanoTechnologies Inc.,Starpharma Holdings Limited (ASX:SPL),"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,7180,0,DuPont
IQTR29394784,2006-10-03,2006-11-01,Merger/Acquisition,Seller,"SilverStorm Technologies, Inc.",QLogic Corp.,"A.G. Edwards Capital, Inc.; Arch Venture Partners, L.P.; Axiom Venture Partners, L.P.; Bay Partners; Castile Ventures; Chevron Technology Ventures L.L.C.; Core Management II Corporation; CrossLink Capital, Inc.; DuPont de Nemours, Inc. (NYSE:DD); W Capital Management, LLC; Wasserstein & Co., L.P. Seller Funds: Core Capital Partners II, L.P.; Wasserstein Ventures II, L.P.",0,,0,0,59400,0,DuPont
IQTR28910970,2006-08-31,2006-12-01,Merger/Acquisition,Buyer,"American Electric Power Co. Inc., Plaquemine Cogeneration Facility","DuPont de Nemours, Inc. (NYSE:DD)","American Electric Power Company, Inc. (NYSE:AEP)",0,,0,0,64000,0,DuPont
IQTR37613777,2006-08-08,2006-08-14,Merger/Acquisition,Buyer,Styron Asia Limited,"DuPont de Nemours, Inc. (NYSE:DD)",Asahi Kasei Corporation (TSE:3407),0,,0,0,0,0,DuPont
IQTR28641907,2006-07-13,2006-07-13,Merger/Acquisition,Seller,"Dow Chemical Co., Smithfield Manufacturing Facility","Alexion Pharmaceuticals, Inc. (NasdaqGS:ALXN)","DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,13000,0,DuPont
IQTR25875873,2006-02-10,2006-07-31,Merger/Acquisition,Seller,"Dow Chemical Co., Superabsorbent Business",Degussa AG (nka:Evonik Degussa GmbH),"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR23064609,2005-07-14,2007-03-31,Buyback,Target,"DuPont de Nemours, Inc. (NYSE:DD)",,,0,,0,0,1022280,0,DuPont
IQTR20386880,2005-01-31,2005-01-31,Merger/Acquisition,Buyer,PBBPolisur S.A.,"DuPont de Nemours, Inc. (NYSE:DD)","Repsol YPF, S.A. (nka:Repsol, S.A. (BME:REP))",0,,0,0,97500,0,DuPont
IQTR13696815,2005-01-20,2005-01-31,Merger/Acquisition,Seller,Cargill Dow LLC (nka:NatureWorks LLC),"Cargill, Incorporated","DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR13497957,2005-01-03,2005-06-30,Merger/Acquisition,Seller,DuPont Dow Elastomers LLC (nka:DuPont Performance Elastomers LLC),E. I. du Pont de Nemours and Company,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,87000,0,DuPont
IQTR12485806,2004-11-04,2004-12-29,Merger/Acquisition,Seller,"The Dow Chemical Co., Derakane Epoxy Vinyl Ester Resin Business",Ashland Composite Polymers,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,92000,0,DuPont
IQTR12416728,2004-10-28,2004-10-28,Merger/Acquisition,Seller,DNA Research Innovations Limited,Invitrogen Corp. (nka:Life Technologies Corporation),"Advent Venture Partners; Dow Venture Capital; DuPont de Nemours, Inc. (NYSE:DD); Enterprise Venture Capital Trust Plc (nka:Enterprise VCT plc); Esprit Capital Partners (nka:Draper Esprit plc (AIM:GROW)); Foresight 3 VCT plc; Noble Fund Managers Ltd (nka:Amati Global Investors Ltd.); Prelude Trust plc",0,,0,0,65000,0,DuPont
IQTR30530988,2004-07-31,,Merger/Acquisition,Seller,"Dow Chemical Co., Bulk Liquid Terminal and Marine Facilities",,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR23857902,2004-07-29,2004-07-29,Merger/Acquisition,Buyer,Petroquimica Dow S.A.,"DuPont de Nemours, Inc. (NYSE:DD)",Empresa Nacional del Petróleo,0,,0,0,4090,0,DuPont
IQTR6958912,2003-09-12,2004-02-01,Merger/Acquisition,Buyer,"Celanese AG, Acrylics Business","DuPont de Nemours, Inc. (NYSE:DD)",Blackstone Crystal Holdings Capital Partners (Cayman) IV Ltd. (nka:Celanese Corporation (NYSE:CE)),0,,0,0,166000,0,DuPont
IQTR4280612,2003-01-27,2003-01-27,Private Placement,Buyer,"Centive, Inc.","BancBoston Ventures, Inc.; DuPont de Nemours, Inc. (NYSE:DD); Infinity Capital, L.L.C.; Polaris Partners; Thomas Weisel Capital Management, LLC; Venture Strategy Partners (VSP) (nka:VSP Capital)",,5,Series E,42000,60000,18000,72300,DuPont
IQTR1465621,2002-01-07,2002-01-07,Private Placement,Buyer,"AmberWave Systems Corporation (nka:AmberWave, Inc.)","Adams Capital Management, Inc.; Arch Venture Partners, L.P.; DuPont de Nemours, Inc. (NYSE:DD); Telesoft Partners; The Hillman Company",,3,Series B,0,0,25000,45750,DuPont
IQTR1438792,2001-12-19,,Private Placement,Buyer,Trade-Ranger Inc.,"Conoco Inc.; DuPont de Nemours, Inc. (NYSE:DD); Eni S.p.A. (BIT:ENI); Equilon Enterprises LLC; INEXUS Group Limited; Mitsubishi Corporation (TSE:8058); Motiva Enterprises LLC; Phillips Petroleum Company (nka:ConocoPhillips (NYSE:COP)); Repsol YPF, S.A. (nka:Repsol, S.A. (BME:REP)); Shell Internet Ventures BV; Solvay SA (ENXTBR:SOLB); Statoil ASA (nka:Equinor ASA (OB:EQNR)); Unocal Corporation",,1,Series B,0,0,0,0,DuPont
IQTR1033600,2001-07-24,2001-08-27,Merger/Acquisition,Buyer,"Celotex Corporation, Foam-Insulation Business","DuPont de Nemours, Inc. (NYSE:DD)",Celotex Corporation,0,,0,0,0,0,DuPont
IQTR28493597,2001-05-08,2001-05-08,Merger/Acquisition,Seller,"Dow Chemical Company, Fluid Bed Driers",Magnesium International Ltd. (nka:Integrated Green Energy Solutions Ltd (ASX:IGE)),"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR796442,2001-03-29,2001-06-01,Merger/Acquisition,Buyer,Ascot plc,"DuPont de Nemours, Inc. (NYSE:DD)",,0,,0,0,729400,0,DuPont
IQTR9261304,2001-03-23,2001-04-01,Merger/Acquisition,Buyer,"Basell N.V., Polypropylene Manufacturing Plant","DuPont de Nemours, Inc. (NYSE:DD)",LyondellBasell Industries N.V. (NYSE:LYB),0,,0,0,0,0,DuPont
IQTR1450636,2001-03-06,2002-01-02,Merger/Acquisition,Buyer,"Reichhold Inc., Carpet & Latex Paper Businesses","DuPont de Nemours, Inc. (NYSE:DD)",Reichhold LLC 2,0,,0,0,0,0,DuPont
IQTR9317251,2001-02-16,2001-02-16,Private Placement,Buyer,"iCARumba, Inc.","Arch Venture Partners, L.P.; DuPont de Nemours, Inc. (NYSE:DD); Excite@Home (nka:At Home Corporation); XDL Intervest Capital Corp. Buyer Funds: XDL Ventures Fund, L.P.",,1,Venture,0,0,8000,8000,DuPont
IQTR944753,2001-02-09,2001-04-30,Merger/Acquisition,Buyer,"EniChem S.p.A., Polyurethane Business","DuPont de Nemours, Inc. (NYSE:DD)",Enichem S.p.A. (nka:Syndial S.p.A.),0,,0,0,307840,0,DuPont
IQTR9328540,2001-02-05,2001-04-01,Merger/Acquisition,Seller,"The Dow Chemical Company, Global Ethyleneamines Business",Huntsman ICI Holdings LLC (HICI) (nka:Huntsman International Holdings LLC),"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR9328586,2001-02-05,2001-02-12,Merger/Acquisition,Seller,"The Dow Chemical Company, North American GAS/SPEC Business",INEOS Group Limited,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR661280,2001-01-01,2001-01-01,Merger/Acquisition,Buyer,"Pacific Epoxy Co., Ltd.","DuPont de Nemours, Inc. (NYSE:DD)","Woongjin Chemical Co., Ltd. (nka:Toray Chemical Korea Inc.)",0,,0,0,5520,0,DuPont
IQTR9822643,2000-10-23,2000-12-31,Merger/Acquisition,Seller,Cochin Pipeline Co.,NOVA Chemicals Corporation,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,119000,0,DuPont
IQTR6815340,2000-10-20,2000-11-17,Merger/Acquisition,Buyer,"Collaborative BioAlliance, Inc.","DuPont de Nemours, Inc. (NYSE:DD)",Collaborative Group,0,,0,0,0,0,DuPont
IQTR6815383,2000-10-20,2000-11-17,Merger/Acquisition,Buyer,Collaborative Smithfield Corp.,"DuPont de Nemours, Inc. (NYSE:DD)",Collaborative Group,0,,0,0,0,0,DuPont
IQTR7281532,2000-08-11,,Merger/Acquisition,Buyer,Integral Compounding,"DuPont de Nemours, Inc. (NYSE:DD)",Walsin Lihwa Corporation (TSEC:1605),0,,0,0,0,0,DuPont
IQTR10066042,2000-03-24,2000-05-01,Merger/Acquisition,Buyer,General Latex and Chemical Corporation,"DuPont de Nemours, Inc. (NYSE:DD)",,0,,0,0,0,0,DuPont
IQTR457523,2000-02-07,2000-03-31,Private Placement,Buyer,"ChemConnect, Inc.","Abbott Laboratories (NYSE:ABT); Air Liquide Ventures; BASF Aktiengesellschaft (nka:BASF SE (XTRA:BAS)); Bayer Aktiengesellschaft (XTRA:BAYN); Blackstone Crystal Holdings Capital Partners (Cayman) IV Ltd. (nka:Celanese Corporation (NYSE:CE)); Borealis Exploration Limited (OTCPK:BORE.F); BP Amoco plc (nka:BP PLC (LSE:BP.)); Chase H&Q, Investment Arm; Citigroup Inc. (NYSE:C); CK Witco Corporation (nka:LANXESS Solutions US Inc.); DSM NV (nka:Koninklijke DSM N.V. (ENXTAM:DSM)); DuPont de Nemours, Inc. (NYSE:DD); Eastman Chemical Texas City, Inc.; Eastman Ventures; ECT Merchant Investments; Enichem S.p.A. (nka:Syndial S.p.A.); Enron North America Corp.; GE Equity; Goldman Sachs Group, Merchant Banking Division (nka:West Street Capital Partners); Highland Capital Partners; Huntsman Corporation (NYSE:HUN); Hyundai Securities America Inc.; IHS Chemical Week, Inc.; Imperial Chemical Industries PLC (nka:Imperial Chemical Industries Limited); Institutional Venture Partners; Marubeni America Corporation; Mitsubishi Corporation (TSE:8058); Mitsui & Co. Global Investment, Inc.; Morgan Stanley Dean Witter Equity Funding, Inc.; Morgan Stanley Venture Partners; NOVA Chemicals Corporation; Occidental Chemical Corporation; Owens Corning (NYSE:OC); PPG Industries, Inc. (NYSE:PPG); Praxair, Inc. (nka:Linde plc (NYSE:LIN)); Presidio Partners; Presidio Venture Partners (nka:Presidio STX, LLC); Reichhold LLC 2; Repsol, S.A. (nka:Repsol, S.A. (BME:REP)); Rohm and Haas Company; SABIC Americas, Inc.; SAP Ventures (nka:Sapphire Ventures LLC); Saudi Basic Industries Corporation (SASE:2010); Solutia Inc.; Sumitomo Corporation (TSE:8053); UpStart Communications; Vulcan Capital; Weiss, Peck & Greer Venture Partners (nka:Lightspeed Venture Partners); Westlake Chemical Corporation (NYSE:WLK) Buyer Funds: CMEA Life Sciences Fund, L.P.; CMEA Ventures II, L.P.; Highland Capital Partners IV, L.P.; Institutional Venture Partners VIII, L.P.; Morgan Stanley Dean Witter Venture Partners IV, L.P.; Weiss, Peck & Greer Associates V, L.P.",,3,Series C,0,0,71950,106910,DuPont
IQTR10204386,2000-01-11,2000-02-18,Merger/Acquisition,Buyer,Flexible Products Company,"DuPont de Nemours, Inc. (NYSE:DD)",,0,,0,0,160000,0,DuPont
IQTR212278436,1999-11-23,1999-12-07,Private Placement,Buyer,ImproveNet Inc.,"Arch Venture Partners, L.P.; Armstrong World Industries, Inc. (nka:Armstrong Holdings, Inc.); Clear Fir Partners, L.P.; DuPont de Nemours, Inc. (NYSE:DD); E. I. du Pont de Nemours and Company; Kellett Investment Corporation; MGN Opportunity Group, L.L.C.; Microsoft Corporation (NasdaqGS:MSFT); Owens Corning (NYSE:OC); QBB Management I, LLC; Staenberg Venture Partners; Zero Stage Capital Buyer Funds: ARCH Venture Fund III, L.P.; Staenberg Private Capital, LLC; Zero Stage Capital VI, L.P.",,3,Series E,0,0,35060,74340,DuPont
IQTR666006,1999-08-04,2001-02-06,Merger/Acquisition,Buyer,Union Carbide Corporation,"DuPont de Nemours, Inc. (NYSE:DD)",,0,,0,0,11509920,0,DuPont
IQTR11314495,1999-08-02,1999-10-01,Merger/Acquisition,Buyer,"CanStates Holdings, Inc.","DuPont de Nemours, Inc. (NYSE:DD)",TransCanada PipeLines Limited,0,,0,0,0,0,DuPont
IQTR450898,1999-07-31,1999-12-31,Private Placement,Buyer,"ChemConnect, Inc.","Accenture Technology Ventures; DuPont de Nemours, Inc. (NYSE:DD); Eastman Ventures; Goldman Sachs Group, Merchant Banking Division (nka:West Street Capital Partners); Highland Capital Partners; IHS Chemical Week, Inc.; Institutional Venture Partners; Presidio Partners; Rohm and Haas Company; Weiss, Peck & Greer Venture Partners (nka:Lightspeed Venture Partners) Buyer Funds: CMEA Life Sciences Fund, L.P.; CMEA Ventures II, L.P.; Highland Capital Partners IV, L.P.; Institutional Venture Partners VIII, L.P.; Weiss, Peck & Greer Associates V, L.P.",,2,Series B,0,0,30630,34960,DuPont
IQTR11899320,1999-06-18,1999-06-18,Merger/Acquisition,Buyer,PT Pacific Indomas Pratama Indonesia,"DuPont de Nemours, Inc. (NYSE:DD)",Salim Group,0,,0,0,0,0,DuPont
IQTR12762534,1998-10-28,1998-11-30,Merger/Acquisition,Seller,"Dow-United Technologies Composite Products, Inc.",GKN Aerospace Services Limited,"DuPont de Nemours, Inc. (NYSE:DD); United Technologies Corporation (NYSE:UTX)",0,,0,0,62500,0,DuPont
IQTR12701520,1998-08-31,1998-09-25,Merger/Acquisition,Seller,"Dow Chemical Company, Plastic Lined Piping Products Division","Crane Resistoflex, Inc.","DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,24000,0,DuPont
IQTR13374642,1998-06-24,1998-08-03,Merger/Acquisition,Seller,Radian International LLC,Dames & Moore Group,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,117000,0,DuPont
IQTR22322579,1998-06-01,1998-06-01,Merger/Acquisition,Seller,Chemtech II L.P.,,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,200000,0,DuPont
IQTR22322517,1998-01-01,,Merger/Acquisition,Buyer,Chemtech II L.P.,"DuPont de Nemours, Inc. (NYSE:DD)",,0,,0,0,210000,0,DuPont
IQTR1689900,1997-12-31,1997-12-31,Merger/Acquisition,Buyer,Hampshire Chemical Corporation,"DuPont de Nemours, Inc. (NYSE:DD)",,0,,0,0,0,0,DuPont
IQTR281150415,1996-06-07,1996-07-16,Merger/Acquisition,Seller,Univar Corporation,Koninklijke Vopak N.V. (ENXTAM:VPK),"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,529140,0,DuPont
