"Supplier Name","Exchange:Ticker Symbol","Customer Name","Entity","Relationship Type","Primary Industry","Source","Business Description"
"Ice Miller LLP","-","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Research and Consulting Services","Ice Miller LLP - Form ","Ice Miller LLP provides legal advisory services. The firm’s practice areas include corporate, patents and trademarks, bankruptcy, lobbying, labor and employment, litigation, employee benefits, environment, tax, trusts and estates, real estate, municipal finance, government law, mergers and acquisition advisory, antitrust, workers compensation, estate and retirement planning, insurance recovery, and risk management. It caters to financial services and banking, educational institutions, media and telecommunications, life sciences, healthcare, and insurance sectors. The firm’s clientele includes Benedictine University (IL), Big Lots Stores, Inc., CID Capital, Citizens Energy Group, Cook Group Incorporated, Eli Lilly and Company, Frontera Grill, and Pinnacle Data Systems, Inc. The firm was formerly known as Ice Miller Donadio and Ryan and changed its name to Ice Miller LLP in 2000. Ice Miller LLP was founded in 1910 and is headquartered in Indianapolis, Indiana with additional offices in Chicago and Naperville, Illinois and Washington, District of Columbia."
"Ico Brands L.P.","-","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier",,"Iconix Brand Group, Inc. (NasdaqGS:ICON) 2019 Form 10-K","Ico Brands L.P. is a joint venture of Iconix Brand Group, Inc.. and Buffalo International Inc."
"ICON Properties plc (MAL:ICON)","MAL:ICON","Game Stores","Subsidiary/Investment
                         ","Landlord","Real Estate Operating Companies","ICON Properties plc (MAL:ICON) - Form Doc","ICON Properties plc engages in the property holding business in Malawi. It is involved in the letting of retail, office, residential, and industrial properties; and property management and development activities. The company has a total lettable area of 72,630 square meters. ICON Properties plc was incorporated in 2018 and is headquartered in Blantyre, Malawi."
"Iconix Brand Group, Inc. (NasdaqGS:ICON)","NasdaqGS:ICON","Walmart Inc. (NYSE:WMT)","Self
                         ","Licensor","Apparel, Accessories and Luxury Goods","Iconix Brand Group, Inc. (NasdaqGS:ICON) 2019 Form 10-K","Iconix Brand Group, Inc., a brand management company, owns, licenses, and markets a portfolio of consumer brands in the United States and internationally. It operates in four segments: Women’s, Men’s, Home, and International. The company’s brand portfolio includes Candie's, Bongo, Joe Boxer, Rampage, Mudd, London Fog, Mossimo, Ocean Pacific/OP, Danskin/Danskin Now, Rocawear/Roc Nation, Cannon, Royal Velvet, Fieldcrest, Charisma, Starter, Waverly, Ecko Unltd/Mark Ecko Cut & Sew, Zoo York, Umbro, Lee Cooper, and Artful Dodger brands. It also owns interests in the Material Girl, Ed Hardy, Truth or Dare, Modern Amusement, Buffalo, Hydraulic, and Pony Brands. The company licenses its brands across a range of product categories, including fashion apparel, footwear, accessories, sportswear, home furnishings and décor, and beauty and fragrances, as well as consumer products. Iconix Brand Group, Inc. licenses its brands through direct-to-retail and traditional wholesale licenses; and various distribution channels, such as mass tier and department stores. The company was formerly known as Candie’s, Inc. and changed its name to Iconix Brand Group, Inc. in July 2005. Iconix Brand Group, Inc. was incorporated in 1978 and is based in New York, New York."
"Iconix Canada L.P.","-","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Apparel, Accessories and Luxury Goods","Iconix Brand Group, Inc. (NasdaqGS:ICON) 2019 Form 10-K","Iconix Canada L.P. owns licenses for apparel brands. The company was founded in 2013 and is based in Canada. Iconix Canada L.P. operates as a subsidiary of Iconix Brand Group, Inc."
"Iconix Latin America LLC","-","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier",,"Iconix Brand Group, Inc. (NasdaqGS:ICON) 2019 Form 10-K","Iconix Latin America LLC operates as a subsidiary of Iconix Brand Group, Inc."
"ID Logistics Group SA (ENXTPA:IDL)","ENXTPA:IDL","Walmart Argentina S.R.L","Subsidiary/Investment
                         ","Supplier","Air Freight and Logistics","ID Logistics Group SA (ENXTPA:IDL) 2019 Form Doc","ID Logistics Group SA provides contract logistics services. It operates through two segments, France and International. The company offers warehousing and value-added, supply chain, turnkey project delivery, and e-commerce solutions. It also organizes transport flows. The company serves customers in the retail, FMCG, e-commerce, high-tech, cosmetics, fashion, automotive, pharmaceuticals, and aerospace sectors. It serves customers in France, Spain, Portugal, Poland, Russia, China, Taiwan, Indonesia, Morocco, Indian Ocean, South Africa, Brazil, Argentina, Chile, Germany, Belgium, the Netherlands, and Romania. The company was founded in 2001 and is headquartered in Orgon, France."
"i-design group limited","-","ASDA Group Limited","Subsidiary/Investment
                         ","Supplier","Advertising","i-design group limited - Form Doc","I-Design Group Limited provides customer engagement software and interface design solutions for the self-service channel. It offers joono, an end-to-end software solution, which enables banks and ATM network owners to deliver one-to-one marketing on their self-service channels. The company also offers atmAd, a managed media sales and operations service that delivers third party advertising campaigns across 9,500 digital screens in footfall locations, such as High Streets and Supermarkets; and Lime Jelly, creative agency, which offers comprehensive design, production, and usability expertise to the banking and media industry. In addition, it sells advertising space on ATMs. The company has operations in the United Kingdom, Europe, and internationally. I-Design Group Limited was formerly known as was I-Design Group Plc and changed its name to I-Design Group Limited in May, 2018. The company was founded in 1991 and is based in Dundee, the United Kingdom. As of March 6, 2013, I-Design Group Limited operates as a subsidiary of Cardtronics Creative UK Limited."
"IG Design Group plc (AIM:IGR)","AIM:IGR","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Housewares and Specialties","IG Design Group plc (AIM:IGR) - Form Doc","IG Design Group plc designs, manufactures, and distributes celebrations, stationery and creative play, gifting, and not for sale consumable products. Its celebrations products include greetings cards, Christmas crackers, gift bags, partyware products, and gift wraps, as well as gift accessories, such as tags, strings, ribbons, and bows; and gifting products comprise frames, albums, diaries, and calendars, as well as food and non-food gifts. The company also offers notebooks, pens, pencils, rulers, diaries, keyrings, and others for use in personal, educational, and office environments, as well as creative play products; and bin liners, refuse sacks, food bags, and other collateral products, as well as paper twist handle bags. It serves retailers, other manufacturers and wholesalers of greetings products, service merchandisers, and trading companies. IG Design Group plc has operations in the United Kingdom, Asia, the United States, rest of Europe, and Australia. The company was formerly known as International Greetings plc and changed its name to IG Design Group plc in June 2016. IG Design Group plc was incorporated in 1978 and is based in Eversholt, the United Kingdom."
"Image Entertainment, Inc.","-","VUDU, Inc.","Subsidiary/Investment
                         ","Supplier","Movies and Entertainment","Image Entertainment, Inc. 2012 Form 10-K","Image Entertainment, Inc. operates as an independent licensee and distributor of entertainment programming in North America and internationally. The company offers a range of general and specialty content comprising feature films, comedy, music concerts, urban, theatre/Broadway, documentaries, faith and family, theatrical catalogue films, independent films, foreign films, youth culture/lifestyle, television, sports, and fitness. It also acquires rights to audio content for distribution through digital platforms and on CD in various genres and configurations. Image Entertainment releases its library of content on various formats and platforms, including DVD, Blu-ray Disc, digital, electronic sell-through, broadcast television, theatrical, and non-theatrical exploitation. It sells its products to traditional retailers, specialty retailers, rental customers, Internet retailers, and wholesale distributors, as well as through alternative distribution, which includes direct-to-consumer print catalogs, direct response campaigns, subscription service/club sales, home shopping television channels, other non-traditional sales channels, kiosks, and sub-distributors. The company was formerly known as Key International Film Distributors, Inc. and changed its name to Image Entertainment, Inc. in 1983. Image Entertainment, Inc. was founded in 1975 and is headquartered in Chatsworth, California. As of October 3, 2012, Image Entertainment, Inc. operates as a subsidiary of RLJ Acquisition, Inc."
"Image Entertainment, Inc.","-","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Movies and Entertainment","Image Entertainment, Inc. 2012 Form 10-K","Image Entertainment, Inc. operates as an independent licensee and distributor of entertainment programming in North America and internationally. The company offers a range of general and specialty content comprising feature films, comedy, music concerts, urban, theatre/Broadway, documentaries, faith and family, theatrical catalogue films, independent films, foreign films, youth culture/lifestyle, television, sports, and fitness. It also acquires rights to audio content for distribution through digital platforms and on CD in various genres and configurations. Image Entertainment releases its library of content on various formats and platforms, including DVD, Blu-ray Disc, digital, electronic sell-through, broadcast television, theatrical, and non-theatrical exploitation. It sells its products to traditional retailers, specialty retailers, rental customers, Internet retailers, and wholesale distributors, as well as through alternative distribution, which includes direct-to-consumer print catalogs, direct response campaigns, subscription service/club sales, home shopping television channels, other non-traditional sales channels, kiosks, and sub-distributors. The company was formerly known as Key International Film Distributors, Inc. and changed its name to Image Entertainment, Inc. in 1983. Image Entertainment, Inc. was founded in 1975 and is headquartered in Chatsworth, California. As of October 3, 2012, Image Entertainment, Inc. operates as a subsidiary of RLJ Acquisition, Inc."
"Indo Count Industries Limited (BSE:521016)","BSE:521016","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Textiles","Indo Count Industries Limited (BSE:521016) - Form Doc","Indo Count Industries Limited manufactures and sells home textile products in India. It offers bed sheets; fashion bedding products, such as matching and complementary sheets, comforters, duvet covers, quilts, pillows, shams, and skirts; utility bedding products; institutional bedding products, which include matching sheets, comforters, duvet covers, quilts, pillows, shams, euro-shams, and skirts; and bedding products, such as flat sheets, printed bed sheets, fitted sheets, and bed skirt/valance. The company also produces cotton yarns and bed linens. In addition, it operates showrooms in the United Kingdom, the United States, and Australia. The company sells its products under the Boutique Living, Heirlooms of India, Atlas, Revival, The Pure Collection, Haven, Linen Closet, Simply Put, Whole Comfort, True Grip, Purity Home, Cotton Exchange, Color Sense, Kids Corner, Morris & Co., Harlequin, Sanderson, and Scion brands through multi brand outlets, large format stores, merchants, importers, and e-commerce platform. It exports its products to approximately 54 countries. The company was incorporated in 1988 and is headquartered in Mumbai, India."
"Indo European Foods Ltd","-","ASDA Group Limited","Subsidiary/Investment
                         ","Supplier",,"Kohinoor Foods Ltd. (BSE:512559) 2019 Form ","There is no business description for this supplier."
"Infibeam Avenues Limited (BSE:539807)","BSE:539807","Flipkart Online Services Pvt. Ltd.","Subsidiary/Investment
                         ","Supplier","Internet and Direct Marketing Retail","Infibeam Avenues Limited (BSE:539807) - Form Doc","Infibeam Avenues Limited, a digital payment and e-commerce technology company, provides digital payment solutions, data center infrastructure, and software platforms for businesses and governments to execute e-commerce transactions. The company offers CCAvenue, a payment gateway platform that connects with Indian banks to process payments through net banking, as well as various types of credit cards, debit cards, and digital wallets, including UPI payments. It also provides BillAvenue, an online bill payment platform; ResAven, a central reservation system that offers hotel reservation services; and Government eMarketplace, which is the national public procurement portal of the Government of India. The company also operates Infibeam BuildaBazaar, an e-commerce marketplace that provides plug-and-play online storefront and e-commerce gateway services, including online e-commerce site creation, digital product catalogue, and promotion handling and fulfilment services. It has a collaboration with IBM India to develop tools and high-speed computing infrastructure for building blockchain applications on its cloud data center. The company operates in India, the United Arab Emirates, and internationally. Infibeam Avenues Limited was formerly known as Infibeam Incorporation Limited and changed its name to Infibeam Avenues Limited in July 2018. Infibeam Avenues Limited was incorporated in 2010 and is based in Gandhinagar, India."
"Infibeam Avenues Limited (BSE:539807)","BSE:539807","Myntra Designs Private Limited","Subsidiary/Investment
                         ","Supplier","Internet and Direct Marketing Retail","Infibeam Avenues Limited (BSE:539807) - Form Doc","Infibeam Avenues Limited, a digital payment and e-commerce technology company, provides digital payment solutions, data center infrastructure, and software platforms for businesses and governments to execute e-commerce transactions. The company offers CCAvenue, a payment gateway platform that connects with Indian banks to process payments through net banking, as well as various types of credit cards, debit cards, and digital wallets, including UPI payments. It also provides BillAvenue, an online bill payment platform; ResAven, a central reservation system that offers hotel reservation services; and Government eMarketplace, which is the national public procurement portal of the Government of India. The company also operates Infibeam BuildaBazaar, an e-commerce marketplace that provides plug-and-play online storefront and e-commerce gateway services, including online e-commerce site creation, digital product catalogue, and promotion handling and fulfilment services. It has a collaboration with IBM India to develop tools and high-speed computing infrastructure for building blockchain applications on its cloud data center. The company operates in India, the United Arab Emirates, and internationally. Infibeam Avenues Limited was formerly known as Infibeam Incorporation Limited and changed its name to Infibeam Avenues Limited in July 2018. Infibeam Avenues Limited was incorporated in 2010 and is based in Gandhinagar, India."
"Infibeam Avenues Limited (BSE:539807)","BSE:539807","Myntra Designs Private Limited","Subsidiary/Investment
                         ","Supplier","Internet and Direct Marketing Retail","Infibeam Avenues Limited (BSE:539807) - Form Doc","Infibeam Avenues Limited, a digital payment and e-commerce technology company, provides digital payment solutions, data center infrastructure, and software platforms for businesses and governments to execute e-commerce transactions. The company offers CCAvenue, a payment gateway platform that connects with Indian banks to process payments through net banking, as well as various types of credit cards, debit cards, and digital wallets, including UPI payments. It also provides BillAvenue, an online bill payment platform; ResAven, a central reservation system that offers hotel reservation services; and Government eMarketplace, which is the national public procurement portal of the Government of India. The company also operates Infibeam BuildaBazaar, an e-commerce marketplace that provides plug-and-play online storefront and e-commerce gateway services, including online e-commerce site creation, digital product catalogue, and promotion handling and fulfilment services. It has a collaboration with IBM India to develop tools and high-speed computing infrastructure for building blockchain applications on its cloud data center. The company operates in India, the United Arab Emirates, and internationally. Infibeam Avenues Limited was formerly known as Infibeam Incorporation Limited and changed its name to Infibeam Avenues Limited in July 2018. Infibeam Avenues Limited was incorporated in 2010 and is based in Gandhinagar, India."
"Infibeam Avenues Limited (BSE:539807)","BSE:539807","Xerion Retail Private Limited","Subsidiary/Investment
                         ","Supplier","Internet and Direct Marketing Retail","Infibeam Avenues Limited (BSE:539807) - Form Doc","Infibeam Avenues Limited, a digital payment and e-commerce technology company, provides digital payment solutions, data center infrastructure, and software platforms for businesses and governments to execute e-commerce transactions. The company offers CCAvenue, a payment gateway platform that connects with Indian banks to process payments through net banking, as well as various types of credit cards, debit cards, and digital wallets, including UPI payments. It also provides BillAvenue, an online bill payment platform; ResAven, a central reservation system that offers hotel reservation services; and Government eMarketplace, which is the national public procurement portal of the Government of India. The company also operates Infibeam BuildaBazaar, an e-commerce marketplace that provides plug-and-play online storefront and e-commerce gateway services, including online e-commerce site creation, digital product catalogue, and promotion handling and fulfilment services. It has a collaboration with IBM India to develop tools and high-speed computing infrastructure for building blockchain applications on its cloud data center. The company operates in India, the United Arab Emirates, and internationally. Infibeam Avenues Limited was formerly known as Infibeam Incorporation Limited and changed its name to Infibeam Avenues Limited in July 2018. Infibeam Avenues Limited was incorporated in 2010 and is based in Gandhinagar, India."
"Ingenico Group - GCS (ENXTPA:ING)","ENXTPA:ING","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Electronic Equipment and Instruments","Ingenico Group - GCS (ENXTPA:ING) 2019 Form ","Ingenico Group - GCS, together with its subsidiaries, provides payment solutions through in-store, mobile, and online channels worldwide. It offers in-store solutions, such as payment terminals and applications; management of installed terminals, including security application updates; connectivity; after-sales services; centralization of transactions; end-to-end security from terminal to bank or processor; value-added services; and customer loyalty solutions, including loyalty card, loyalty program management, prepaid card, gift card management, customer data analysis, and marketing campaign management. The company also provides online payment services for small and medium sized merchants comprising transaction capture; complex transaction management; and acquiring transactions, as well as payment services for large multinational companies with approximately 150 local and international payment methods to allow merchants to manage and secure their online payment processes and digital transactions. In addition, it offers white-label mobile platform that enables customers to offer secure m-POS solutions; mobile payment terminal services for chip and pin, swipe and sign, etc. markets; mobile applications for merchants; security management; third platform interfaces; mobile payment gateways; fleet management; and loyalty programs. The company markets its products and solutions under the Ingenico Smart Terminals, Ingenico Payment Services, and Ingenico ePayments brands. It serves banking, retail, transportation, petrol, digital, vending, hospitality, financial inclusion, healthcare, and e-government industries. The company has approximately 32 million terminals; serves a network of approximately 1,000 banks and acquirers; and offers a portfolio of 2,500 applications and accepts approximately 300 payment methods. Ingenico Group - GCS was founded in 1980 and is headquartered in Paris, France."
"InnerScope Hearing Technologies, Inc. (OTCPK:INND)","OTCPK:INND","Wal-Mart.com USA, LLC","Subsidiary/Investment
                         ","Supplier","Health Care Equipment","Key DevelopmentClient Announcements Apr-09-2019","InnerScope Hearing Technologies, Inc. provides hearing aids and its hearable, and wearable personal sound amplifier products to retail hearing aid dispensing community. The company engages in the provision of manufacturing and direct-to-consumer distribution/retail of hearing aids, personal sound amplifier products, hearing related treatment therapies, doctor-formulated dietary hearing supplements, and proprietary CDB oil for treating tinnitus. It also owns and operates 11 audiological and retail hearing device clinics; and offers business to business SaaS based patient management system software program. The company was formerly known as Innerscope Advertising Agency, Inc. and changed its name to InnerScope Hearing Technologies, Inc. in August 2017. InnerScope Hearing Technologies, Inc. was incorporated in 2012 and is headquartered in Roseville, California."
"Innovus Pharmaceuticals, Inc.","-","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Pharmaceuticals","Innovus Pharmaceuticals, Inc. 2019 Form 10-K","Innovus Pharmaceuticals, Inc. operates as an over-the-counter consumer goods and specialty pharmaceutical company in the United States and Canada. It engages in the development, licensing, and commercialization of non-prescription medicines, consumer care products, supplements, and medical devices to enhance men’s and women’s health and vitality. The company provides approximately 35 products with a focus on categories, such as sexual health, pain management, general muscle health, respiratory, sleep, and diabetic care. Its principal products include Vesele, UriVarx, FlutiCare, Apeaz, Diabasens, Prostagorx, and Sensum. The company markets and sells its products through commercial partners to physicians, urologists, gynecologists, therapists, and other healthcare providers; and directly to consumers through online channels, retailers, and wholesalers. Innovus Pharmaceuticals, Inc. was founded in 2008 and is headquartered in San Diego, California. As of February 14, 2020, Innovus Pharmaceuticals, Inc. operates as a subsidiary of Aytu BioScience, Inc."
"Interroll Holding AG (SWX:INRN)","SWX:INRN","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Industrial Machinery","Interroll Holding AG (SWX:INRN) - Form Doc","Interroll Holding AG provides products and services for internal logistics worldwide. The company’s products include rollers, drives, conveyors and sorters, and pallet and carton flow products. It offers driven conveyor rollers, control systems, and drum motors; conveyors and sorters, including cross-belt sorters, belt curves, modular conveyor platforms with roller and belt conveyors, and other modules; and storage solutions for pallets and parcel packaging. The company’s products and services are used in courier, express, and parcel services; airports; e-commerce; tire and automotive; industrial production; food and beverage centers; and distribution and warehouse centers. It serves plant manufacturers, original equipment manufacturers, system integrators, and end users. Interroll Holding AG was founded in 1959 and is headquartered in Sant'Antonino, Switzerland."
"IntraSoft Technologies Limited (BSE:533181)","BSE:533181","Jet.com, Inc.","Subsidiary/Investment
                         ","Supplier","Internet and Direct Marketing Retail","IntraSoft Technologies Limited (BSE:533181) - Form Doc","IntraSoft Technologies Limited, through its subsidiaries, develops and delivers e-commerce and e-cards through Internet platform in India and internationally. It owns and operates 123stores.com, an e-commerce retail portal that sells furniture, patio, lawn and garden, and sports and outdoor products, as well as musical instruments and gadgets, home improvement products, art crafts, kitchen dining products and appliances, toys, games and baby products, and others; 123Greetings.com, which offers approximately 42,000 e-cards across various languages covering 3,000 seasonal and everyday categories; and 123Greetings Studio, a platform for artists to upload and monetize their own e-cards. The company also sells its products through online marketplaces, such as Amazon, eBay.com, Rakuten.com, Sears.com, Jet.com, Newegg, etc. IntraSoft Technologies Limited was incorporated in 1996 and is based in Kolkata, India."
"intu properties plc (LSE:INTU)","LSE:INTU","Asda Stores Limited","Subsidiary/Investment
                         ","Landlord","Retail REITs","intu properties plc (LSE:INTU) - Form Doc","Intu own and manage many of the country’s best shopping centres, have a growing multichannel presence and an expanding portfolio in Spain. We’re passionate about giving people their perfect shopping experience. With 20 centres across the UK and Spain, our whole business is focused on creating the best places for shopping and leisure, so that customers visit more often and stay longer. We do that by bringing together our scale, expertise and understanding of what customers want to provide compelling customer experiences that deliver real results for retailers, restaurateurs and leisure specialists. Our unique customer insight helps us understand what customers want now and in the future and we continually invest in our centres to build a long-term business that helps retailers flourish, communities thrive and our business to grow."
"Investec Property Fund Limited (JSE:IPF)","JSE:IPF","Massmart Holdings Limited (JSE:MSM)","Subsidiary/Investment
                         ","Landlord","Diversified REITs","Investec Property Fund Limited (JSE:IPF) 2019 Form Doc","Investec Property Fund Limited ('the Fund' or 'IPF') is a South African Real Estate Investment Trust and comprises an investment portfolio of direct and indirect real estate investments in South Africa, Australia, the U.K. and Europe."
"IPL Plastics Inc.","-","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Paper Packaging","IPL Plastics Inc. 2018 Form Doc","IPL Plastics Inc. focuses on operating as a holding company for IPL Plastics plc that provides various packaging solutions primarily in the United States, the United Kingdom, and Canada. It operates through three segments: Consumer Packaging Solutions (CPS), Large Format Packaging and Environmental Solutions (LF&E), and Returnable Packaging Solutions (RPS). The CPS segment provides specialty thin-wall injection molded containers, lids, overcaps, and custom packaging solutions for branded and private label food and consumer products customers. The LF&E segment offers various pails, containers, and crates for the food and consumer, environmental, retail, agricultural, and industrial end-markets; and wheeled bins and related containers for the waste collection and recycling markets to municipalities, waste haulers, and retailers. The RPS segment provides injection molded durable plastic containers for the fruit and vegetable markets; and reusable and collapsible containers for the automotive logistics market. It also offers temporary flooring solutions, which are used in the construction, military, oil and gas, and entertainment events end-markets. The company was founded in 1939 and is headquartered in Montreal, Canada."
"IPL Plastics Inc. (TSX:IPLP)","TSX:IPLP","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Paper Packaging","IPL Plastics Inc. (TSX:IPLP) 2018 Form Doc","IPL Plastics Inc., through its subsidiaries, provides various packaging solutions primarily in the United States, the United Kingdom, and Canada. It operates through three segments: Large Format Packaging and Environmental Solutions (LF&E), Consumer Packaging Solutions (CPS), and Returnable Packaging Solutions (RPS). The LF&E segment offers various pails, containers, and crates for the food and consumer, environmental, retail, agricultural, and industrial end-markets; and wheeled bins and related containers for the waste collection and recycling markets to municipalities, waste haulers, and retailers. The CPS segment provides specialty thin-wall injection molded containers, lids, overcaps, and custom packaging solutions for branded and private label food and consumer products customers. The RPS segment supplies bulk containers that are used in the agricultural sector; injection molded containers; and reusable and collapsible containers for the automotive logistics market. It also offers temporary flooring solutions, which are used in the construction, military, oil and gas, and entertainment events markets. The company was founded in 1939 and is based in Montreal, Canada."
"IRSA Propiedades Comerciales S.A. (BASE:IRCP)","BASE:IRCP","Walmart Inc. (NYSE:WMT)","Self
                         ","Landlord","Real Estate Operating Companies","IRSA Propiedades Comerciales S.A. (BASE:IRCP) 2018 Form 20-F","IRSA Propiedades Comerciales S.A. operates as an investment arm of IRSA Inversiones y Representaciones S.A. Alto Palermo S.A. engages in the ownership, acquisition, development, leasing, management, and operation of shopping centers, as well as residential and commercial complexes in Argentina. As of June 30, 2007, it owned and operated ten shopping centers covering a total of 264,995 square meters in Argentina, including six in the Buenos Aires metropolitan area and four in the provinces of Cordoba, Mendoza, Salta, and Santa Fe; and a condominium called Torres de Abasto located in front of the Abasto Shopping Center in Buenos Aires. The company offers leases to retail tenants in its ten shopping centers; administration and maintenance of common areas; administration of contributions made by tenants to finance promotional efforts for the shopping centers; and parking lot services for visitors. The company also offers credit card consumer finance service, through the issuance of its Tarjeta Shopping and Tarjeta Shopping Metroshop credit cards, for consumers at shopping centers, hypermarkets, and street stores. It also engages in the development and sale of residential properties, and acquisition and sale of undeveloped parcels of land for future development. In addition, it engages in the development of condominiums associated with its shopping centers. The company was founded in 1889 and is headquartered in Buenos Aires, Argentina."
"iSatori, Inc.","-","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Personal Products","iSatori, Inc. 2015 Form 10-K","iSatori, Inc., a consumer products company, engages in the research, design, development, manufacture, marketing, sale, and distribution of various nutritional and dietary supplement products. It offers sports nutritionals; energy and sports drinks, and shots; meal replacement proteins, protein-based products related to weight loss, and nutritional bars; and weight loss products. The company sells its products through online marketing, Fortune 500 retailers, and retail stores worldwide. iSatori, Inc. was founded in 2001 and is headquartered in Golden, Colorado. As of October 1, 2015, iSatori, Inc. operates as a subsidiary of FitLife Brands, Inc."
"iSpot.tv, Inc.","-","Wal-Mart.com USA, LLC","Subsidiary/Investment
                         ","Supplier","Advertising","Key DevelopmentClient Announcements Feb-21-2019","iSpot.tv, Inc. provides real-time attention and conversion analytics for television (TV) ads. Its iSpot platform offers scale and granularity for tracking creatives, airings, spends, and impressions measured across various broadcast and cable networks, as well as from various smart TVs. The company’s platform enables to measure the propensity of consumers to interrupt an ad play on TV; serves as a multi-touch attribution platform for connecting TV ad exposures to sales with granular and actionable insight on TV drive conversions; and allows engagement metrics reveal how audiences are engaging with various TV ads across social and video networks, as well as dive into the creatives and media schedules of ads. It serves television brands, networks, and studios. The company was incorporated in 2012 and is based in Bellevue, Washington."
"ITAB Shop Concept AB (publ) (OM:ITAB B)","OM:ITAB B","ASDA Group Limited","Subsidiary/Investment
                         ","Supplier","Office Services and Supplies","ITAB Shop Concept AB (publ) (OM:ITAB B) - Form Doc","ITAB Shop Concept AB (publ) develops, manufactures, sells, and installs shop fitting concepts for retail chain stores. It offers entrance and exit systems, such as automatic gates, gate arms, ADS direction alarms, mechanical gates, queue merchandising shelf systems, call forward queue systems, screen walls, and shop accessories; shop fittings; and lighting products, including track lights and systems, downlights and recessed lights, linear lights, LED panels, uplights, surface-mounted and pendant lighting products, strips and coils, exterior and fuel lighting products, and emergency lighting solutions. The company also provides manned checkouts, self-checkout, and digital solutions, as well as drug storage solutions for pharmacies and hospitals. It has operations in the United Kingdom, Sweden, Norway, Germany, Denmark, North America, Finland, Italy, France, the Netherlands, China, Poland, Belgium, Spain, Russia, and internationally. ITAB Shop Concept AB (publ) is headquartered in Jönköping, Sweden."
"JAKKS Pacific, Inc. (NasdaqGS:JAKK)","NasdaqGS:JAKK","Walmart Inc. (NYSE:WMT)","Self
                         ","Supplier","Leisure Products","JAKKS Pacific, Inc. (NasdaqGS:JAKK) 2019 Form 10-K","JAKKS Pacific, Inc. develops, produces, and markets consumer products worldwide. The company operates through three segments: U.S. and Canada, International, and Halloween. It offers action figures and accessories, such as licensed characters; toy vehicles and accessories; dolls and accessories, including small, large, fashion, and baby dolls based on licenses, as well as infant and pre-school products; private label products; and foot-to-floor ride-on products, inflatable environments, tents, and wagons. The company also provides role and pretend play, dress-up, and novelty products for boys and girls based on various brands and entertainment properties, as well as on its own proprietary brands; and indoor and outdoor kids’ furniture, activity trays and tables, room décor, kiddie pools, and seasonal and outdoor products comprising pool floats and various other pool toys. In addition, it offers Halloween and everyday costumes for various ages based on licensed and proprietary non-licensed brands, and related Halloween accessories; outdoor activity toys; and junior sports toys, including hyper-charged balls, sport sets, and toy hoops. The company sells its products through in-house sales staff and independent sales representatives to toy and mass-market retail chain stores, department stores, office supply stores, drug and grocery store chains, club stores, toy specialty stores, and wholesalers. JAKKS Pacific, Inc. was founded in 1995 and is headquartered in Santa Monica, California."
"Jarden Corp.","-","Sam's West, Inc.","Subsidiary/Investment
                         ","Supplier","Housewares and Specialties","Jarden Corp. 2016 Form 10-K","Jarden Corp. manufactures, markets, and distributes consumer products worldwide. The company’s Branded Consumables segment offers paint brushes, air fresheners, brooms, brushes, buckets, children’s card games, clothespins, collectible tins, condoms, cords, ropes and twines, disposable tableware, dusters, dust pans, feeding bottles, fencing and fire extinguishing products, fire logs and starters, foam coolers, foodservice packaging systems, jars and home decor accessories, kitchen matches, mops, pacifiers, plastic cutlery, rubber gloves, safes, scented candles, security cameras and doors, alarms, soothers, sponges, storage organizers, teats, toothpicks, travel sprays, and window guards. Its Consumer Solutions segment provides blenders, coffeemakers, irons, mixers, slow cookers, tea kettles, toasters, ovens and vacuum packaging machines, air purifiers, fans, heaters, humidifiers, clippers, trimmers, hair care products, electric blankets, heating pads, and scales. The company’s Outdoor Solutions segment offers air beds, camping stoves, coolers, gas grills, lanterns and flashlights, sleeping bags, tents, water recreation products, fishing and sports equipment, skiing, snowboarding, varsity jackets, and yearbooks. Its Process Solutions segment provides closure, medical disposable, plastic cutlery, and contact lens and rigid packaging products. The company was founded in 1991 & is headquartered in Boca Raton, Florida. As of April 15, 2016, Jarden Corp. operates as a subsidiary of Newell Brands Inc."
